Level,Stance,Claim,Votes,Comments,Depth,Debate_name,Tot_votes,Mean_vote,Parent_claim,Parent_vote,Parent_stance,Pro,Con
1.1.1.4.1,pro,frederick pethick lawrence husband of socialist activist emmeline avidly supported suffrage and later became an mp in the uk he is likely to have ensured his wife s perspective was integrated in his politics,"[0, 0, 2, 1, 0]", ,4,feminism-is-a-force,3,2.3,it is unlikely that men in politics are wholly free from the influence of women they probably advocate for the women in their lives whose interests they care about,2.0,con,0,0
1.1.1.4.2,con,even if a man nominally advocates for women s views through the process of horse trading he may be inclined to trade them off for political gain given the issues do not affect him directly,"[0, 0, 2, 1, 0]", 2,4,feminism-is-a-force,3,2.3,it is unlikely that men in politics are wholly free from the influence of women they probably advocate for the women in their lives whose interests they care about,2.0,con,0,0
1.1.1.5,con,while the public face of politics may appear to be male heavy many platforms exist within the socio political system that allow women s issues to be raised or tabled,"[0, 0, 3, 1, 0]", 12,3,feminism-is-a-force,4,2.2,feminism creates a space for women s views concerns and issues to be heard in what has traditionally been and continues to be a political environment very much dominated by men,2.3,pro,3,2
1.1.1.5.1,pro,women have the freedom of speech and many use it to make their voices heard through various forms of media publishing and social media platforms,"[0, 0, 2, 1, 0]", 2,4,feminism-is-a-force,3,2.3,while the public face of politics may appear to be male heavy many platforms exist within the socio political system that allow women s issues to be raised or tabled,2.2,con,2,3
1.1.1.5.1.1,pro,academic journals like the feminist review promote feminist perspectives and ensure they are heard in academia,"[0, 0, 2, 1, 0]", ,5,feminism-is-a-force,3,2.3,women have the freedom of speech and many use it to make their voices heard through various forms of media publishing and social media platforms,2.3,pro,0,0
1.1.1.5.1.2,pro,women often make ample use of social media platforms to share information relevant to them including political campaigns,"[0, 0, 2, 1, 0]", ,5,feminism-is-a-force,3,2.3,women have the freedom of speech and many use it to make their voices heard through various forms of media publishing and social media platforms,2.3,pro,0,0
1.1.1.5.1.3,con,sexist harassment online may have a chilling effect on women s speech as it is both rampant and a threat to their safety,"[0, 0, 3, 0, 0]", ,5,feminism-is-a-force,3,2.0,women have the freedom of speech and many use it to make their voices heard through various forms of media publishing and social media platforms,2.3,pro,0,0
1.1.1.5.1.4,con,women experience sexism through gendered censorship meaning that they struggle to defend their rights feminism is necessary to fight this and reduce the potential for further oppressive action,"[0, 0, 3, 0, 0]", ,5,feminism-is-a-force,3,2.0,women have the freedom of speech and many use it to make their voices heard through various forms of media publishing and social media platforms,2.3,pro,0,0
1.1.1.5.1.5,con,those who use social media for activism are already likely to be politically engaged so the platform privileges men who are seen as traditionally political and appealed to as such this platform does not meaningfully expand speech for women,"[0, 0, 3, 0, 0]", ,5,feminism-is-a-force,3,2.0,women have the freedom of speech and many use it to make their voices heard through various forms of media publishing and social media platforms,2.3,pro,0,0
1.1.1.5.2,pro,there are many women s organizations that operate under the banner of feminism and also independent of feminism,"[0, 0, 3, 0, 0]", 1,4,feminism-is-a-force,3,2.0,while the public face of politics may appear to be male heavy many platforms exist within the socio political system that allow women s issues to be raised or tabled,2.2,con,0,0
1.1.1.5.3,pro,even without the platform of feminism women in most countries may engage politically by voting participating in ballot initiatives lobbying supporting campaigns and running for office,"[0, 0, 2, 1, 0]", 6,4,feminism-is-a-force,3,2.3,while the public face of politics may appear to be male heavy many platforms exist within the socio political system that allow women s issues to be raised or tabled,2.2,con,0,1
1.1.1.5.3.1,con,while legally women retain the right to vote in many places due to inherent power imbalances close male friends and relatives can heavily inform or dictate a woman s political choices,"[0, 0, 3, 0, 0]", ,5,feminism-is-a-force,3,2.0,even without the platform of feminism women in most countries may engage politically by voting participating in ballot initiatives lobbying supporting campaigns and running for office,2.3,pro,0,0
1.1.1.5.4,con,in many places women still face systemic and societal barriers to voting,"[0, 0, 2, 1, 0]", ,4,feminism-is-a-force,3,2.3,while the public face of politics may appear to be male heavy many platforms exist within the socio political system that allow women s issues to be raised or tabled,2.2,con,1,0
1.1.1.5.4.1,pro,mutilation of the voting rights act of 1965 has disenfranchised minority women and kept millions from voting in the us,"[0, 0, 2, 1, 0]", ,5,feminism-is-a-force,3,2.3,in many places women still face systemic and societal barriers to voting,2.3,con,0,0
1.1.1.5.5,con,platforms for women s voices often privilege those with the time and money to be politically engaged amongst poorer women political engagement is low this means fewer key issues may be heard in these spaces,"[0, 0, 3, 0, 0]", ,4,feminism-is-a-force,3,2.0,while the public face of politics may appear to be male heavy many platforms exist within the socio political system that allow women s issues to be raised or tabled,2.2,con,0,0
1.1.2,pro,feminism adds a new perspective to conventional views on social and political issues,"[0, 0, 2, 1, 0]", 3,2,feminism-is-a-force,3,2.3,feminist spaces are open and accepting places for political discussion,1.4,pro,3,2
1.1.2.1,pro,feminism has helped women to express their sexuality more openly and deconstruct the taboos encompassing nudity sensuality romance and connectedness,"[0, 1, 5, 3, 3]", 3,3,feminism-is-a-force,12,2.7,feminism adds a new perspective to conventional views on social and political issues,2.3,pro,2,2
1.1.2.1.1,pro,the modern resurgence of burlesque uses feminism to empower women encouraging them to reclaim objectification and take control of their bodies and their audience s attitudes towards it,"[0, 0, 2, 1, 0]", ,4,feminism-is-a-force,3,2.3,feminism has helped women to express their sexuality more openly and deconstruct the taboos encompassing nudity sensuality romance and connectedness,2.7,pro,0,0
1.1.2.1.2,pro,some feminists have readily embraced the topic of sex evaluating how it is discursively mediated this opens space to discuss all forms of sex and create more just systems of desire,"[0, 0, 2, 1, 0]", ,4,feminism-is-a-force,3,2.3,feminism has helped women to express their sexuality more openly and deconstruct the taboos encompassing nudity sensuality romance and connectedness,2.7,pro,0,0
1.1.2.1.3,con,many anti abortion feminists continue to construct and reinforce taboos regarding impurity and sexual promiscuity,"[0, 1, 2, 0, 0]", ,4,feminism-is-a-force,3,1.7,feminism has helped women to express their sexuality more openly and deconstruct the taboos encompassing nudity sensuality romance and connectedness,2.7,pro,1,0
1.1.2.1.3.1,pro,one of the most famous american feminists susan b anthony likened the severity of abortion to the murder of wives and infant children,"[0, 0, 2, 1, 0]", 2,5,feminism-is-a-force,3,2.3,many anti abortion feminists continue to construct and reinforce taboos regarding impurity and sexual promiscuity,1.7,con,0,0
1.1.2.1.4,con,not all feminists have liberatory views of sex historically radical anti sex work feminists have paired with conservative politicians to censor pornography and limit conversations on its role in society,"[0, 0, 2, 1, 0]", ,4,feminism-is-a-force,3,2.3,feminism has helped women to express their sexuality more openly and deconstruct the taboos encompassing nudity sensuality romance and connectedness,2.7,pro,1,1
1.1.2.1.4.1,pro,many feminists treat female submissives a k a femsubs as traitors to their cause,"[0, 0, 2, 1, 0]", 17,5,feminism-is-a-force,3,2.3,not all feminists have liberatory views of sex historically radical anti sex work feminists have paired with conservative politicians to censor pornography and limit conversations on its role in society,2.3,con,1,2
