;Level;Stance;Claim;Votes
691;1.0;pro;There is an association between unsafe abortion and restrictive abortion laws. Abortion-related deaths are more frequent in countries with more restrictive abortion laws than in countries with less restrictive laws.;['1', '1', '0', '1', '1']
692;1.0;con;It could be that abortion legality by itself leads to more abortions, but other differences between the types of countries that ban abortions and those that allow it counteract this effect.;['0', '0', '1', '0', '0']
693;1.0;pro;Poorer countries tend to ban abortion. Since economic factors can contribute to the decision to have an abortion, this poverty could be inflating the number of abortions in countries that ban it.;['0', '0', '1', '0', '0']
694;1.0;pro;Countries that ban abortions may also restrict contraception, which could lead to an increase in unplanned pregnancies and abortions.;['0', '0', '1', '0', '0']
695;1.0;pro;Much of the abortion restriction around the world is due to Catholic influence, yet Catholicism also condemns contraception.;['0', '0', '1', '0', '0']
696;1.0;pro;Central and South America and parts of Africa are both heavily Catholic and have strict abortion restrictions.;['0', '0', '1', '0', '0']
697;1.0;con;According to Henshaw 2009, restricting Medicaid funding for abortions reduces the abortion rate.;['0', '0', '0', '0', '0']
698;1.0;con;Putting the child up for adoption is an alternative to abortion.;['5', '4', '2', '1', '5']
699;1.0;pro;Even if adoption isn't perfect, it is still better than abortion because the child survives.;['9', '3', '6', '5', '11']
700;1.0;pro;Adoption agencies can ensure that the child is matched with a family that has similar values and beliefs to that of the biological mother.;['0', '2', '0', '0', '2']
701;1.0;pro;There is a shortage of children in need of parents in the west, meaning that agencies can choose parents from a large competitive pool.;['0', '0', '0', '0', '0']
702;1.0;pro;There are many people who are unable to have children and would like the opportunity to adopt one.;['0', '0', '2', '0', '1']
703;1.0;pro;In the US, there are significantly more people who want to adopt than there are children to adopt.;['1', '0', '1', '0', '0']
704;1.0;con;A woman with an unwanted pregnancy has no duty to fulfill the desire of another person to have and raise a child.;['1', '0', '0', '1', '1']
705;1.0;con;There are numerous children waiting to be adopted in the US and throughout the world, as childless people prefer infants to toddlers or even juveniles, as well as preferring white children to black children.;['0', '0', '1', '0', '1']
706;1.0;pro;This may provide comfort to the biological mother who is not in a position to raise the child but wants to ensure they have a good life.;['0', '0', '1', '0', '0']
707;1.0;con;There is no way to ensure that information can be verified, as potential parents can just lie about their values to get a child faster.;['2', '1', '3', '0', '1']
708;1.0;pro;There is a great incentive for potential parents to lie about their values if they feel this is the only way they will be successful in receiving a child.;['0', '0', '1', '0', '1']
709;1.0;con;The process for adopting a child can be very long, and it involves a psychological assessment that can hardly be forged.;['1', '1', '2', '1', '1']
710;1.0;con;If the adoption agency is primarily concerned with the values of the adoptive parents (aside from whether they will take care of the child), the child will be less likely to be adopted because the search field is narrowed.;['1', '0', '1', '0', '0']
711;1.0;pro;For example, the agency might avoid perfectly good parents solely because they happen to be two people of the same gender who are married to each other.;['1', '0', '1', '0', '0']
712;1.0;con;This isn't an important aspect of adoption. The mother's values and beliefs might be the reason why she is unable to care for the child.;['2', '0', '2', '2', '3']
713;1.0;pro;It is very likely that many adoptees and former foster children appreciate the fact that they are alive.;['1', '1', '1', '0', '1']
714;1.0;con;Appreciating that you're alive is only possible if you're alive. There's no opposite — you can't be regretful that you're not alive.;['3', '1', '2', '0', '3']
715;1.0;con;The suicide rate of adoptees is four times greater than the suicide rate of non-adoptees.;['2', '1', '1', '1', '2']
716;1.0;pro;The child can go on to have a whole life through adoption, and beyond the nine months of pregnancy, does not have to be a burden for the parent who did not want or was not ready to have them.;['0', '0', '2', '2', '3']
717;1.0;con;Youth in foster care and adults who formerly were placed in care have disproportionately high rates of emotional and behavioural disorders.;['2', '1', '2', '1', '2']
718;1.0;pro;The life long impacts of adoption, including trauma is well evidenced and documented.;['1', '0', '1', '1', '1']
719;1.0;con;Neither fetuses nor embryos can be strictly classified as children. As such, abortion usually does not result in the death of a child.;['0', '0', '0', '0', '0']
720;1.0;con;Because the system is so overburdened, children are often placed in abusive foster homes or replaced in the care of their abusive parents.;['2', '3', '2', '1', '2']
721;1.0;pro;The banning of abortion in Romania led to an orphan crisis, where 150,000 unwanted infants were put in extremely poorly run state orphanages.;['1', '1', '0', '1', '5']
722;1.0;pro;Even decades on, many of these orphans suffer from mental and physical health conditions as a result of the conditions they lived in.;['0', '1', '0', '2', '1']
723;1.0;pro;Despite the fact that $22 billion are spent on foster care programs every year in the US, nearly 60,000 children are reported weekly as abused or neglected. This suggests that the state is incapable of effectively preventing child abuse within the foster care system.;['0', '1', '2', '1', '2']
724;1.0;pro;Research in the US determined that over 28% of foster children experienced abuse while in the foster care system, and many former foster children believe that the number of incidents are much higher.;['0', '0', '2', '0', '0']
725;1.0;pro;The rate of sexual abuse in foster homes in the UK was found to be four times higher than the national average, and twenty eight times higher in group homes.;['0', '0', '2', '0', '0']
726;1.0;con;Quality of life should not determine value of life.;['0', '0', '3', '0', '1']
727;1.0;pro;Many people would argue that life in itself is better than no life at all, regardless of quality.;['1', '2', '1', '0', '1']
728;1.0;pro;It is impossible to determine what kind of life one will live, hence we must give the unborn a chance at life.;['0', '1', '2', '0', '2']
729;1.0;con;It is not impossible to determine what kind of life one will live. Reasonable predictions can be made about the future life of an unborn fetus based on the socioeconomic conditions in which the mother lives.;['0', '0', '1', '0', '0']
730;1.0;pro;Unhealthy family interrelations, i.e., a violent or dangerous history, as well as environmental conditions, such as inhospitable neighborhoods, and health conditions of the fetus can also play a part in the decision as to whether or not to bring a child into the world.;['0', '0', '1', '0', '0']
